type,national,name,department_number,department_name,enroll_rate,selected,field
技職,私立,景文科技大學,850109,環境與物業管理系,73.91,1,8
技職,私立,中州科技大學,320107,視訊傳播系,74,1,3
一般,私立,中華大學,349927,營建管理學系,74,1,3
技職,公立,國立澎湖科技大學,810201,觀光休閒系,74,1,8
技職,私立,大同技術學院,810502,運動健康與休閒系,74,1,8
技職,私立,華夏科技大學,810802,化妝品應用系,74.07,1,8
技職,私立,建國科技大學,520201,機械工程系,74.17,1,5
一般,公立,國立金門大學,220312,應用英語學系,74.36,1,2
技職,私立,崇右技術學院,210707,表演藝術系,74.5,1,2
技職,私立,台北海洋技術學院,230201,視覺傳達設計系,74.55,1,2
一般,私立,中華大學,310804,行政管理學系,74.55,1,3
技職,私立,經國管理暨健康學院,620618,食品保健系,74.55,1,6
技職,私立,建國科技大學,480109,資訊管理系,74.56,1,4
技職,私立,中州科技大學,480301,多媒體與遊戲發展科學系,74.58,1,4
一般,私立,真理大學,220806,宗教文化與組織管理學系,75,1,2
技職,私立,黎明技術學院,520201,機械工程系,75,1,5
技職,私立,慈濟科技大學,720712,醫學影像暨放射科學系,75,1,7
技職,私立,黎明技術學院,810802,化妝品應用系,75.24,1,8
一般,私立,華梵大學,520602,工業工程與經營資訊學系,75.47,1,5
技職,私立,南開科技大學,239901,文化創意與設計系,75.56,1,2
技職,私立,崑山科技大學,340401,國際貿易系,75.56,1,3
技職,私立,崑山科技大學,520106,光電工程系,75.56,1,5
技職,私立,高苑科技大學,589906,綠環境設計學位學程,75.56,1,5
技職,私立,崑山科技大學,819915,時尚展演事業學士學位學程,75.56,1,8
技職,私立,中州科技大學,810124,餐旅事業管理系,75.71,1,8
技職,私立,吳鳳科技大學,810201,觀光休閒管理系,75.83,1,8
技職,私立,高苑科技大學,520103,電子工程系,75.93,1,5
技職,私立,醒吾科技大學,220312,應用英語系,76,1,2
技職,私立,美和科技大學,420302,生物科技系,76,1,4
技職,公立,國立澎湖科技大學,810102,餐旅管理系,76,1,8
技職,公立,國立澎湖科技大學,810505,海洋運動與遊憩系,76,1,8
技職,私立,台北海洋技術學院,230141,時尚造型設計管理系,76.13,1,2
技職,私立,育達科技大學,760401,幼兒保育系,76.14,1,7
技職,私立,吳鳳科技大學,860104,消防系,76.16,1,8
技職,私立,輔英科技大學,340904,健康事業管理系,76.32,1,3
技職,私立,華夏科技大學,230401,室內設計系,76.36,1,2
技職,私立,華夏科技大學,480109,資訊管理系,76.36,1,4
技職,私立,中華科技大學,340120,文創與數位多媒體學位學程,76.47,1,3
技職,私立,輔英科技大學,760401,幼兒保育系,76.47,1,7
技職,私立,醒吾科技大學,480109,資訊管理系,76.6,1,4
技職,私立,美和科技大學,340301,企業管理系,76.67,1,3
技職,私立,修平科技大學,340309,國際企業經營系,76.67,1,3
技職,私立,中華醫事科技大學,480109,資訊管理系,76.74,1,4
技職,私立,修平科技大學,480109,資訊管理系,77,1,4
技職,私立,吳鳳科技大學,810526,休閒遊憩與運動管理系,77,1,8
技職,公立,國立澎湖科技大學,220303,應用外語系,77.08,1,2
一般,私立,長榮大學,729916,環境與食品安全檢驗學士學位學程,77.14,1,7
技職,私立,遠東科技大學,340301,企業管理系,77.27,1,3
技職,私立,建國科技大學,520101,電機工程系,77.27,1,5
技職,私立,高苑科技大學,520219,機械與自動化工程系,77.38,1,5
技職,私立,建國科技大學,810801,美容系,77.38,1,8
一般,公立,國立臺灣大學,620203,動物科學技術學系,77.5,1,6
一般,私立,玄奘大學,760309,社會福利與社會工作學系,77.5,1,7
技職,私立,中華醫事科技大學,760401,幼兒保育系,77.5,1,7
一般,私立,開南大學,340201,會計學系,77.59,1,3
一般,私立,真理大學,469905,財務與精算學系,77.78,1,4
技職,私立,經國管理暨健康學院,760401,幼兒保育系,77.78,1,7
技職,私立,南開科技大學,810245,數位旅遊管理系,77.78,1,8
技職,私立,修平科技大學,220312,應用英語系,78,1,2
技職,私立,建國科技大學,340819,行銷與服務管理系,78,1,3
技職,私立,華夏科技大學,520101,電機工程系,78,1,5
技職,公立,國立澎湖科技大學,621104,水產養殖系,78,1,6
一般,私立,中國醫藥大學,720324,中國藥學暨中藥資源學系,78,1,7
一般,私立,台灣首府大學,810114,飯店管理學系,78,1,8
技職,私立,中國科技大學,480109,資訊管理系,78.1,1,4
一般,私立,東海大學,210401,音樂學系,78.13,1,2
技職,私立,黎明技術學院,480313,數位多媒體系,78.18,1,4
技職,私立,高苑科技大學,520101,電機工程系,78.18,1,5
技職,私立,高苑科技大學,520301,土木工程系,78.18,1,5
技職,私立,美和科技大學,810201,觀光系,78.18,1,8
一般,私立,開南大學,210617,創意產業與數位電影學士學位學程,78.21,1,2
技職,私立,中華醫事科技大學,810102,餐旅管理系,78.24,1,8
一般,私立,玄奘大學,210522,影劇藝術學系,78.33,1,2
技職,私立,建國科技大學,810502,運動健康與休閒系,78.33,1,8
技職,私立,德霖技術學院,520312,營建科技系,78.57,1,5
技職,私立,元培醫事科技大學,340901,醫務管理系,78.76,1,3
一般,私立,明道大學,340301,企業管理學系,78.85,1,3
技職,私立,崑山科技大學,520103,電子工程系,78.89,1,5
技職,私立,修平科技大學,340526,應用財務金融系,78.95,1,3
一般,公立,國立臺灣大學,720708,醫學檢驗暨生物技術學系,78.95,1,7
技職,私立,健行科技大學,349906,工業管理系,79,1,3
一般,私立,明道大學,580208,景觀與環境設計學系,79,1,5
技職,私立,萬能科技大學,230302,商業設計系,79.07,1,2
一般,私立,開南大學,340501,財務金融學系,79.09,1,3
技職,公立,國立澎湖科技大學,340804,行銷與物流管理系,79.17,1,3
技職,公立,國立澎湖科技大學,520114,資訊工程系,79.17,1,5
技職,私立,大仁科技大學,810809,時尚美容應用系,79.17,1,8
一般,私立,開南大學,729908,養生與健康行銷學系,79.21,1,7
一般,私立,開南大學,340801,行銷學系,79.22,1,3
技職,私立,中華科技大學,520601,工業工程與管理系,79.25,1,5
一般,私立,長榮大學,340901,醫務管理學系,79.31,1,3
技職,私立,德霖技術學院,220312,應用英語系,79.59,1,2
技職,私立,南開科技大學,340301,企業管理系,79.59,1,3
一般,私立,開南大學,340321,企業與創業管理學系,79.78,1,3
技職,私立,醒吾科技大學,340403,國際商務系,79.79,1,3
一般,私立,長榮大學,210104,書畫藝術學系,80,1,2
技職,私立,醒吾科技大學,340301,企業管理系,80,1,3
技職,私立,南開科技大學,340802,行銷與流通管理系,80,1,3
一般,私立,中國文化大學,440203,地質學系,80,1,4
技職,私立,台北海洋技術學院,520214,輪機工程系,80,1,5
技職,私立,中華醫事科技大學,720327,製劑製造工程系,80,1,7
一般,私立,中國醫藥大學,720708,醫學檢驗生物技術學系,80,1,7
技職,私立,中州科技大學,810201,觀光與休閒管理系,80,1,8
技職,私立,大同技術學院,819913,茶文化與事業經營學士學位學程,80,1,8
技職,私立,台北海洋技術學院,840304,航海系,80,1,8
一般,私立,開南大學,349982,多媒體與行動商務學系,80.39,1,3
技職,私立,景文科技大學,340401,國際貿易系,80.43,1,3
技職,私立,景文科技大學,340501,財務金融系,80.43,1,3
一般,私立,中華大學,340504,財務管理學系,80.51,1,3
一般,公立,國立成功大學,720402,職能治療學系,80.65,1,7
技職,私立,元培醫事科技大學,720708,醫學檢驗生物技術系,80.72,1,7
一般,私立,中華大學,340301,企業管理學系,80.73,1,3
一般,私立,中國文化大學,620203,動物科學系,80.77,1,6
技職,私立,中華醫事科技大學,720501,食品營養系,80.77,1,7
技職,私立,南開科技大學,760204,福祉科技與服務管理系,80.85,1,7
一般,公立,國立屏東大學,810512,休閒事業經營學系,80.85,1,8
一般,私立,真理大學,220310,英美語文學系,80.91,1,2
一般,公立,國立臺中教育大學,210401,音樂學系,80.95,1,2
技職,私立,崑山科技大學,520901,環境工程系,80.95,1,5
技職,私立,健行科技大學,340501,財務金融系,81,1,3
技職,私立,台北海洋技術學院,760308,健康照顧社會工作系,81,1,7
一般,私立,華梵大學,210107,美術與文創學系,81.11,1,2
技職,私立,臺北城市科技大學,520201,機械工程系,81.25,1,5
一般,私立,長榮大學,210101,美術學系,81.4,1,2
技職,私立,景文科技大學,810101,旅館管理系,81.44,1,8
技職,私立,修平科技大學,340802,行銷與流通管理系,81.58,1,3
技職,私立,崇右技術學院,210524,演藝事業系,81.6,1,2
一般,私立,開南大學,320105,資訊傳播學系,81.61,1,3
技職,私立,德霖技術學院,520201,機械工程系,81.63,1,5
一般,私立,長榮大學,720504,保健營養學系,81.63,1,7
技職,私立,東南科技大學,230203,數位媒體設計系,81.71,1,2
一般,私立,明道大學,340501,財務金融學系,81.82,1,3
一般,公立,國立中山大學,440501,海洋生物科技暨資源學系,81.82,1,4
技職,私立,中臺科技大學,620602,食品科技系,81.82,1,6
一般,公立,國立陽明大學,720601,護理學系,81.82,1,7
技職,私立,中華科技大學,810224,觀光餐旅系,81.82,1,8
一般,私立,長榮大學,340301,企業管理學系,81.88,1,3
一般,私立,明道大學,230206,數位設計學系,82,1,2
技職,私立,崇右技術學院,230309,創意商品設計系,82,1,2
技職,私立,崇右技術學院,320303,影視傳播系,82,1,3
技職,私立,中國科技大學,340201,會計系,82,1,3
技職,私立,醒吾科技大學,340501,財務金融系,82,1,3
技職,私立,中國科技大學,520114,資訊工程系,82,1,5
技職,私立,明新科技大學,520404,化學工程與材料科技系,82,1,5
一般,私立,慈濟大學,720201,公共衛生學系,82,1,7
技職,私立,南開科技大學,810508,休閒事業管理系,82,1,8
技職,私立,中華醫事科技大學,810502,運動健康與休閒系,82.14,1,8
技職,私立,健行科技大學,230203,數位多媒體設計系,82.22,1,2
技職,私立,萬能科技大學,520267,航空光機電系,82.22,1,5
技職,私立,吳鳳科技大學,760401,幼兒保育系,82.22,1,7
技職,私立,南臺科技大學,810102,餐旅管理系,82.22,1,8
技職,私立,環球科技大學,810244,觀光與生態旅遊系,82.22,1,8
技職,私立,大仁科技大學,810202,觀光事業系,82.41,1,8
技職,私立,中國科技大學,810204,觀光與休閒事業管理系,82.42,1,8
一般,私立,義守大學,720507,營養學系,82.46,1,7
一般,公立,國立金門大學,620601,食品科學系,82.5,1,6
一般,公立,國立金門大學,810502,運動與休閒學系,82.5,1,8
技職,私立,弘光科技大學,420302,生物科技系,82.56,1,4
技職,私立,健行科技大學,340301,企業管理系,82.67,1,3
技職,私立,建國科技大學,520301,土木工程系,82.73,1,5
技職,私立,元培醫事科技大學,620601,食品科學系,82.73,1,6
技職,私立,嘉南藥理大學,760401,嬰幼兒保育系,82.73,1,7
一般,私立,華梵大學,230303,工業設計學系,82.76,1,2
技職,私立,嘉南藥理大學,760203,老人服務事業管理系,82.76,1,7
一般,私立,稻江科技暨管理學院,230124,動畫遊戲設計學系,82.86,1,2
一般,公立,國立臺灣大學,420107,昆蟲學系,82.86,1,4
技職,私立,樹德科技大學,520180,車用電子學士學位學程,82.86,1,5
技職,私立,東南科技大學,810102,餐旅管理系,82.86,1,8
技職,私立,大仁科技大學,420302,生物科技系,82.98,1,4
技職,私立,大仁科技大學,720223,環境與職業安全衛生系,82.98,1,7
技職,私立,元培醫事科技大學,720717,醫學影像暨放射技術系,82.98,1,7
技職,私立,正修科技大學,520103,電子工程系,83,1,5
技職,私立,嘉南藥理大學,480513,應用空間資訊系,83.04,1,4
技職,私立,嘉南藥理大學,480519,資訊多媒體應用系,83.04,1,4
技職,私立,高苑科技大學,810202,觀光事業管理系,83.04,1,8
一般,私立,中華大學,840102,運輸科技與物流管理學系,83.05,1,8
一般,私立,中華大學,810102,餐旅管理學系,83.16,1,8
一般,私立,中華大學,220301,外國語文學系,83.18,1,2
一般,私立,開南大學,480109,資訊管理學系,83.21,1,4
技職,私立,中臺科技大學,140409,兒童教育暨事業經營系,83.33,1,1
一般,公立,國立臺北藝術大學,210408,傳統音樂學系,83.33,1,2
一般,私立,長庚大學,340302,工商管理學系,83.33,1,3
技職,私立,南開科技大學,349906,工業管理系,83.33,1,3
技職,私立,中華醫事科技大學,520905,環境與安全衛生工程系,83.33,1,5
技職,私立,建國科技大學,810201,觀光系,83.33,1,8
技職,私立,黎明技術學院,810201,觀光休閒系,83.33,1,8
技職,私立,元培醫事科技大學,810514,健康休閒管理系,83.33,1,8
一般,私立,中華大學,349901,科技管理學系,83.64,1,3
一般,私立,開南大學,230147,數位空間與商品設計學士學位學程,83.72,1,2
一般,私立,真理大學,349906,工業管理與經營資訊學系,83.78,1,3
一般,私立,長榮大學,221105,應用哲學系,83.87,1,2
一般,私立,義守大學,819910,娛樂事業管理學系,83.87,1,8
技職,私立,遠東科技大學,810504,休閒運動管理系,83.89,1,8
一般,私立,真理大學,229906,人文與資訊學系,84,1,2
技職,私立,德霖技術學院,230317,創意產品設計系,84,1,2
技職,私立,修平科技大學,349919,人力資源管理與發展系,84,1,3
一般,私立,高雄醫學大學,420302,生物科技學系,84,1,4
一般,私立,實踐大學,480109,資訊管理學系,84,1,4
技職,私立,德霖技術學院,520114,資訊工程系,84,1,5
一般,私立,中國醫藥大學,720209,職業安全與衛生學系,84,1,7
一般,公立,國立嘉義大學,621014,木質材料與設計學系,84.09,1,6
技職,私立,崑山科技大學,340501,財務金融系,84.21,1,3
一般,公立,國立臺灣大學,720402,職能治療學系,84.21,1,7
一般,公立,國立金門大學,760301,社會工作學系,84.21,1,7
一般,私立,大葉大學,340301,企業管理學系,84.27,1,3
技職,私立,華夏科技大學,230203,數位媒體設計系,84.29,1,2
技職,私立,嘉南藥理大學,810520,運動管理系,84.31,1,8
技職,私立,高苑科技大學,810504,休閒運動管理系,84.35,1,8
一般,私立,大葉大學,860114,消防安全學士學位學程,84.38,1,8
一般,公立,國立陽明大學,990199,學士班大一大二不分系,84.38,1,9
技職,私立,大仁科技大學,230203,數位多媒體設計系,84.44,1,2
一般,私立,中國醫藥大學,340901,醫務管理學系,84.44,1,3
一般,私立,中山醫學大學,720402,職能治療學系,84.44,1,7
一般,私立,高雄醫學大學,310501,心理學系,84.48,1,3
一般,私立,中華大學,230303,工業產品設計學系,84.69,1,2
一般,私立,開南大學,340905,健康產業管理學系,84.78,1,3
技職,私立,景文科技大學,480109,資訊管理系,84.78,1,4
技職,私立,高苑科技大學,220303,應用外語系,84.8,1,2
一般,私立,實踐大學,340801,行銷管理學系,84.82,1,3
一般,私立,開南大學,810508,休閒事業管理學系,84.91,1,8
一般,私立,開南大學,840102,運輸科技與管理學系,84.91,1,8
一般,私立,玄奘大學,380101,法律學系,85,1,3
一般,公立,國立臺灣大學,420103,生命科學系,85,1,4
技職,私立,嶺東科技大學,480101,資訊科技系,85,1,4
技職,私立,台北海洋技術學院,810505,海洋運動休閒系,85,1,8
一般,私立,開南大學,380101,法律學系,85.05,1,3
技職,私立,中華科技大學,580101,建築系,85.09,1,5
一般,私立,中國文化大學,310201,政治學系,85.19,1,3
技職,私立,中國科技大學,340301,企業管理系,85.21,1,3
一般,私立,長榮大學,520114,資訊工程學系,85.23,1,5
技職,私立,嘉南藥理大學,480109,資訊管理系,85.26,1,4
一般,私立,真理大學,810208,觀光數位知識學系,85.26,1,8
技職,私立,中華科技大學,520201,機械工程系,85.37,1,5
一般,私立,慈濟大學,720401,物理治療學系,85.37,1,7
一般,公立,國立成功大學,720601,護理學系,85.37,1,7
技職,私立,萬能科技大學,810101,旅館管理系,85.44,1,8
技職,私立,景文科技大學,220303,應用外語系,85.51,1,2
技職,私立,崑山科技大學,340301,企業管理系,85.56,1,3
技職,私立,景文科技大學,810214,旅遊管理系,85.57,1,8
一般,私立,真理大學,340201,會計資訊學系,85.58,1,3
一般,私立,中國文化大學,210511,舞蹈學系,85.71,1,2
一般,私立,長榮大學,210909,台灣文化創意產業學士學位學程,85.71,1,2
一般,私立,開南大學,310808,公共事務管理學系,85.71,1,3
一般,私立,稻江科技暨管理學院,340303,經營管理學士學位學程,85.71,1,3
一般,私立,實踐大學,340508,金融管理學系,85.71,1,3
一般,公立,國立陽明大學,420103,生命科學系暨基因體科學研究所,85.71,1,4
技職,私立,中臺科技大學,480109,資訊管理系,85.71,1,4
技職,私立,輔英科技大學,520903,環境工程與科學系,85.71,1,5
技職,私立,臺北城市科技大學,810103,餐飲管理系,85.8,1,8
技職,私立,美和科技大學,810502,運動與休閒系,85.88,1,8
一般,私立,明道大學,810102,餐旅管理學系,85.91,1,8
一般,私立,中國文化大學,440101,化學系,85.96,1,4
一般,私立,長庚大學,720705,醫學生物技術暨檢驗學系,85.96,1,7
一般,私立,中國文化大學,210101,美術學系,86,1,2
一般,私立,中國文化大學,210402,中國音樂學系,86,1,2
一般,私立,實踐大學,340401,國際貿易學系,86,1,3
一般,私立,慈濟大學,420318,分子生物暨人類遺傳學系,86,1,4
一般,私立,中華大學,420610,生物資訊學系,86,1,4
技職,私立,健行科技大學,520201,機械工程系,86,1,5
一般,公立,國立嘉義大學,640101,獸醫學系,86,1,6
一般,私立,中國醫藥大學,720201,公共衛生學系,86,1,7
一般,私立,中國醫藥大學,720401,物理治療學系,86,1,7
技職,私立,臺北城市科技大學,810101,旅館事業管理學士學位學程,86,1,8
技職,私立,中華科技大學,840202,航空服務管理系,86.09,1,8
一般,公立,國立成功大學,310501,心理學系,86.21,1,3
一般,私立,慈濟大學,220319,東方語文學系,86.25,1,2
一般,私立,玄奘大學,310501,應用心理學系,86.25,1,3
一般,公立,國立屏東大學,520130,電腦與通訊學系,86.27,1,5
技職,私立,南臺科技大學,210414,流行音樂產業系,86.36,1,2
一般,私立,中華大學,480109,資訊管理學系,86.44,1,4
一般,公立,國立臺東大學,810513,身心整合與運動休閒產業學系,86.49,1,8
技職,私立,臺北城市科技大學,230203,數位多媒體設計系,86.61,1,2
一般,公立,國立屏東大學,210401,音樂學系,86.67,1,2
技職,私立,建國科技大學,220303,應用外語系,86.67,1,2
技職,私立,遠東科技大學,220339,觀光英語系,86.67,1,2
技職,私立,醒吾科技大學,340527,理財經營管理系,86.67,1,3
一般,私立,華梵大學,580101,建築學系,86.67,1,5
一般,私立,臺北醫學大學,720613,呼吸治療學系,86.67,1,7
一般,私立,高雄醫學大學,720712,醫學影像暨放射科學系,86.67,1,7
一般,私立,慈濟大學,720714,醫學資訊學系,86.67,1,7
一般,私立,中山醫學大學,720714,醫學資訊學系,86.67,1,7
一般,公立,國立高雄大學,810302,運動競技學系,86.67,1,8
技職,私立,萬能科技大學,810204,觀光與休閒事業管理系,86.84,1,8
技職,私立,嘉南藥理大學,810601,生活應用與保健系,86.84,1,8
一般,私立,臺北醫學大學,720301,藥學系,86.89,1,7
技職,私立,崑山科技大學,520101,電機工程系,86.92,1,5
技職,私立,景文科技大學,520114,資訊工程系,86.96,1,5
技職,私立,正修科技大學,760401,幼兒保育系,86.96,1,7
技職,私立,崑山科技大學,810502,運動健康與休閒學士學位學程,86.96,1,8
技職,私立,臺北城市科技大學,810802,化妝品應用與管理系,86.96,1,8
技職,私立,東南科技大學,230317,創意產品設計系,87,1,2
技職,私立,樹德科技大學,340301,企業管理系,87,1,3
技職,私立,樹德科技大學,340505,金融系,87,1,3
技職,私立,臺北城市科技大學,340802,行銷與流通管理系,87,1,3
技職,私立,聖約翰科技大學,810504,休閒運動與健康管理系,87,1,8
技職,私立,環球科技大學,810205,觀光與餐飲旅館系,87.04,1,8
一般,私立,真理大學,340301,企業管理學系,87.07,1,3
技職,私立,修平科技大學,520101,電機工程系,87.1,1,5
技職,私立,中國科技大學,340802,行銷與流通管理系,87.12,1,3
一般,私立,南華大學,340501,財務金融學系,87.23,1,3
一般,私立,義守大學,520126,通訊工程學系,87.23,1,5
一般,私立,中國文化大學,220314,法國語文學系,87.27,1,2
一般,私立,真理大學,520114,資訊工程學系,87.27,1,5
一般,私立,明道大學,620104,精緻農業學系,87.27,1,6
技職,私立,健行科技大學,349945,物業經營與管理系,87.37,1,3
技職,私立,修平科技大學,230203,數位媒體設計系,87.41,1,2
一般,公立,國立臺中教育大學,140211,數學教育學系,87.5,1,1
一般,公立,國立東華大學,210401,音樂學系,87.5,1,2
一般,公立,國立臺東大學,220204,華語文學系,87.5,1,2
一般,公立,國立東華大學,220211,華文文學系,87.5,1,2
技職,私立,台南應用科技大學,340201,會計資訊系,87.5,1,3
一般,私立,義守大學,340309,國際企業經營學系,87.5,1,3
一般,公立,國立臺灣大學,420310,生化科技學系,87.5,1,4
一般,公立,國立臺南大學,460102,應用數學系,87.5,1,4
一般,公立,國立金門大學,580309,都市計畫與景觀學系,87.5,1,5
一般,私立,馬偕醫學院,720601,護理學系,87.5,1,7
一般,私立,臺北醫學大學,720803,牙體技術學系,87.5,1,7
技職,私立,正修科技大學,520201,機械工程系,87.59,1,5
技職,私立,景文科技大學,810103,餐飲管理系,87.63,1,8
技職,私立,輔英科技大學,810210,休閒與遊憩事業管理系,87.63,1,8
一般,私立,中國文化大學,420103,生命科學系,87.72,1,4
技職,私立,嘉南藥理大學,720306,醫藥化學系,87.72,1,7
一般,公立,國立臺北教育大學,140206,自然科學教育學系,87.76,1,1
技職,私立,臺北城市科技大學,480109,資訊管理系,87.78,1,4
技職,私立,中華醫事科技大學,720708,醫學檢驗生物技術系,87.78,1,7
一般,公立,國立東華大學,140329,體育與運動科學系,87.8,1,1
技職,私立,崑山科技大學,320401,公共關係暨廣告系,87.83,1,3
一般,私立,中華大學,340307,國際企業學系,87.93,1,3
技職,私立,嘉南藥理大學,420302,生物科技系,87.93,1,4
一般,私立,開南大學,720504,保健營養學系,87.93,1,7
一般,私立,義守大學,210615,電影與電視學系,88,1,2
技職,私立,崇右技術學院,230201,視覺傳達設計系,88,1,2
技職,私立,正修科技大學,230203,數位多媒體設計系,88,1,2
一般,私立,玄奘大學,320101,大眾傳播學系,88,1,3
技職,私立,嶺東科技大學,340301,企業管理系,88,1,3
技職,私立,嶺東科技大學,340701,財政系,88,1,3
技職,私立,醒吾科技大學,340802,行銷與流通管理系,88,1,3
一般,公立,國立宜蘭大學,621001,森林暨自然資源學系,88,1,6
一般,私立,中國醫藥大學,720804,口腔衛生學系,88,1,7
技職,私立,元培醫事科技大學,810103,餐飲管理系,88,1,8
技職,私立,僑光科技大學,810125,旅館與會展管理系,88,1,8
技職,私立,東南科技大學,810508,休閒事業管理系,88,1,8
一般,私立,實踐大學,810511,休閒產業管理學系,88,1,8
一般,公立,國立臺東大學,140315,體育學系,88.1,1,1
一般,公立,國立臺東大學,140813,數位媒體與文教產業學系,88.1,1,1
技職,私立,嘉南藥理大學,520903,環境工程與科學系,88.1,1,5
一般,私立,大葉大學,810537,運動健康管理學系,88.1,1,8
一般,私立,真理大學,220321,應用日語學系,88.18,1,2
技職,私立,中臺科技大學,340801,行銷管理系,88.18,1,3
一般,公立,國立中正大學,311007,犯罪防治學系,88.24,1,3
一般,私立,中華大學,349906,工業管理學系,88.24,1,3
技職,私立,輔英科技大學,440105,應用化學及材料科學系,88.24,1,4
一般,私立,大葉大學,810102,餐旅管理學系,88.24,1,8
一般,私立,實踐大學,220312,應用英語學系,88.29,1,2
一般,私立,長榮大學,340307,國際企業學系,88.33,1,3
一般,私立,長榮大學,480109,資訊管理學系,88.33,1,4
技職,私立,中臺科技大學,720713,視光系,88.33,1,7
技職,私立,嘉南藥理大學,810202,觀光事業管理系,88.33,1,8
一般,公立,國立高雄大學,810502,運動健康與休閒學系,88.33,1,8
技職,私立,弘光科技大學,220312,應用英語系,88.37,1,2
技職,私立,弘光科技大學,520114,資訊工程系,88.37,1,5
一般,私立,長庚大學,720613,呼吸治療學系,88.37,1,7
一般,私立,大葉大學,810508,休閒事業管理學系,88.37,1,8
技職,私立,弘光科技大學,810810,美髮造型設計系,88.37,1,8
技職,私立,台南應用科技大學,810605,生活服務產業系,88.42,1,8
一般,私立,長榮大學,310519,健康心理學系,88.46,1,3
技職,私立,南開科技大學,520121,自動化工程系,88.57,1,5
一般,私立,長庚大學,720712,醫學影像暨放射科學系,88.57,1,7
一般,私立,臺北醫學大學,720804,口腔衛生學系,88.57,1,7
技職,私立,高苑科技大學,580101,建築系,88.62,1,5
一般,公立,國立臺中教育大學,140315,體育學系,88.64,1,1
一般,私立,義守大學,480109,資訊管理學系,88.66,1,4
技職,私立,正修科技大學,520101,電機工程系,88.7,1,5
技職,私立,修平科技大學,810203,觀光與遊憩管理系,88.75,1,8
一般,公立,國立臺東大學,140101,教育學系,88.89,1,1
一般,私立,實踐大學,220338,應用日文學系,88.89,1,2
一般,私立,大葉大學,220345,文創產業國際人才學士學位學程,88.89,1,2
技職,私立,中國科技大學,239906,影視設計系,88.89,1,2
技職,私立,樹德科技大學,340412,會議展覽與國際行銷學位學程,88.89,1,3
技職,私立,中國科技大學,340501,財務金融系,88.89,1,3
一般,私立,真理大學,480109,資訊管理學系,88.89,1,4
