type,national,name,department_number,department_name,enroll_rate,selected,field
一般,私立,長榮大學,521305,科技工程與管理學系,88.89,1,5
一般,私立,中國醫藥大學,720407,運動醫學系,88.89,1,7
一般,公立,國立陽明大學,720705,醫學生物技術暨檢驗學系,88.89,1,7
一般,私立,中國文化大學,220201,中國文學系,88.95,1,2
一般,私立,大葉大學,210606,造形藝術學系,89,1,2
技職,私立,正修科技大學,220303,應用外語系,89,1,2
一般,私立,中國文化大學,310101,經濟學系,89.09,1,3
一般,私立,實踐大學,340307,國際企業管理學系,89.09,1,3
一般,私立,真理大學,340401,國際貿易學系,89.09,1,3
一般,私立,中山醫學大學,449910,醫學應用化學系,89.09,1,4
一般,私立,中國文化大學,460102,應用數學系,89.09,1,4
一般,私立,中國文化大學,620702,土地資源學系,89.09,1,6
一般,私立,中山醫學大學,810107,健康餐飲暨產業管理學系,89.09,1,8
技職,私立,樹德科技大學,810230,休閒與觀光管理系,89.09,1,8
技職,私立,嘉南藥理大學,850103,環境資源管理系,89.09,1,8
技職,私立,景文科技大學,340802,行銷與流通管理系,89.13,1,3
一般,私立,義守大學,469903,財務與計算數學系,89.13,1,4
技職,私立,遠東科技大學,810213,旅遊事業管理系,89.17,1,8
技職,私立,醒吾科技大學,230302,商業設計系,89.22,1,2
一般,私立,靜宜大學,460201,統計資訊學系,89.29,1,4
一般,私立,實踐大學,520128,資訊科技與通訊學系,89.29,1,5
一般,私立,中國文化大學,520701,紡織工程學系,89.29,1,5
一般,私立,中華大學,580202,景觀建築學系,89.29,1,5
一般,私立,義守大學,720601,護理學系,89.29,1,7
一般,私立,臺北醫學大學,720708,醫學檢驗暨生物技術學系,89.29,1,7
技職,私立,萬能科技大學,810103,餐飲管理系,89.3,1,8
技職,私立,萬能科技大學,840201,航空暨運輸服務管理系,89.33,1,8
一般,私立,高雄醫學大學,720804,口腔衛生學系,89.36,1,7
一般,私立,開南大學,220321,應用日語學系,89.38,1,2
技職,私立,中臺科技大學,720601,護理系,89.41,1,7
一般,公立,國立臺灣藝術大學,210501,戲劇學系,89.47,1,2
一般,私立,中國文化大學,440401,大氣科學系,89.47,1,4
一般,公立,國立金門大學,720607,長期照護學系,89.47,1,7
技職,私立,嘉南藥理大學,340901,醫務管理系,89.51,1,3
一般,公立,國立聯合大學,340501,財務金融學系,89.58,1,3
一般,公立,國立中正大學,520401,化學工程學系,89.58,1,5
技職,私立,嘉南藥理大學,760301,社會工作系,89.63,1,7
一般,私立,中國文化大學,310601,地理學系,89.66,1,3
一般,私立,中國文化大學,311003,勞工關係學系,89.66,1,3
一般,私立,中國文化大學,620302,園藝暨生物技術學系,89.66,1,6
一般,私立,臺北醫學大學,720201,公共衛生學系,89.66,1,7
技職,私立,景文科技大學,230201,視覺傳達設計系,89.69,1,2
技職,私立,崑山科技大學,520201,機械工程系,89.7,1,5
一般,私立,開南大學,340307,國際企業學系,89.77,1,3
一般,私立,長榮大學,480525,數位內容創作學士學位學程,89.8,1,4
一般,公立,國立臺灣體育運動大學,810402,運動健康科學學系,89.8,1,8
技職,私立,正修科技大學,340301,企業管理系,89.83,1,3
一般,私立,中國文化大學,580305,市政暨環境規劃學系,89.83,1,5
一般,私立,義守大學,810201,觀光學系,89.83,1,8
一般,私立,中華大學,220321,應用日語學系,89.9,1,2
一般,公立,國立臺灣師範大學,140325,健康促進與衛生教育學系,90,1,1
一般,私立,慈濟大學,140402,兒童發展與家庭教育學系,90,1,1
一般,公立,國立聯合大學,220102,臺灣語文與傳播學系,90,1,2
一般,私立,中山醫學大學,220706,應用外國語言學系,90,1,2
一般,公立,國立嘉義大學,220907,應用歷史學系,90,1,2
技職,私立,樹德科技大學,230304,生活產品設計系,90,1,2
一般,私立,佛光大學,310102,應用經濟學系,90,1,3
一般,公立,國立東華大學,310402,民族事務與發展學系,90,1,3
一般,私立,銘傳大學,310808,公共事務學系,90,1,3
技職,私立,台南應用科技大學,340301,企業管理系,90,1,3
技職,私立,樹德科技大學,340308,國際企業與貿易系,90,1,3
技職,私立,嶺東科技大學,340501,財務金融系,90,1,3
一般,公立,國立屏東大學,340802,行銷與流通管理學系,90,1,3
一般,私立,長榮大學,349901,科技管理學位學程,90,1,3
一般,公立,國立東華大學,349979,管理學院管理科學與財金國際學士學位學程,90,1,3
一般,私立,真理大學,380101,法律學系,90,1,3
一般,公立,國立臺灣師範大學,420103,生命科學系,90,1,4
一般,公立,國立中興大學,420107,昆蟲學系,90,1,4
一般,私立,亞洲大學,420302,生物科技學系,90,1,4
一般,公立,國立中央大學,449999,理學院學士班,90,1,4
技職,私立,健行科技大學,480109,資訊管理系,90,1,4
一般,私立,中華大學,520101,電機工程學系,90,1,5
一般,私立,中華大學,520103,電子工程學系,90,1,5
一般,公立,國立金門大學,520114,資訊工程學系,90,1,5
技職,私立,健行科技大學,520301,土木工程系,90,1,5
一般,公立,國立金門大學,520325,土木與工程管理學系,90,1,5
技職,私立,正修科技大學,520601,工業工程與管理系,90,1,5
技職,私立,東南科技大學,529902,能源與冷凍空調工程系,90,1,5
一般,公立,國立金門大學,580101,建築學系,90,1,5
一般,私立,長榮大學,580304,土地管理與開發學系,90,1,5
一般,私立,中山醫學大學,720201,公共衛生學系,90,1,7
一般,公立,國立成功大學,720301,藥學系,90,1,7
一般,私立,高雄醫學大學,720401,物理治療學系,90,1,7
一般,私立,中山醫學大學,720401,物理治療學系,90,1,7
一般,私立,長庚大學,720402,職能治療學系,90,1,7
一般,公立,國立陽明大學,720411,物理治療暨輔助科技學系,90,1,7
一般,私立,高雄醫學大學,720601,護理學系,90,1,7
一般,私立,中山醫學大學,720601,護理學系,90,1,7
一般,私立,中山醫學大學,720708,醫學檢驗暨生物技術學系,90,1,7
一般,私立,大葉大學,720713,視光學系,90,1,7
一般,私立,中山醫學大學,720713,視光學系,90,1,7
技職,私立,中臺科技大學,720803,牙體技術暨材料系,90,1,7
一般,私立,臺北醫學大學,760219,高齡健康管理學系,90,1,7
技職,私立,台南應用科技大學,810101,旅館管理系,90,1,8
技職,私立,醒吾科技大學,810201,觀光休閒系,90,1,8
一般,公立,國立臺東大學,810302,運動競技學士學位學程,90,1,8
技職,私立,經國管理暨健康學院,810502,運動健康與休閒系,90,1,8
一般,私立,真理大學,810521,運動資訊傳播學系,90,1,8
技職,私立,朝陽科技大學,440102,應用化學系,90.14,1,4
一般,私立,大葉大學,480109,資訊管理學系,90.2,1,4
技職,私立,輔英科技大學,720504,保健營養系,90.2,1,7
一般,私立,大葉大學,230324,綠色產品設計學士學位學程,90.24,1,2
技職,私立,台南應用科技大學,340309,國際企業經營系,90.24,1,3
一般,公立,國立聯合大學,520101,電機工程學系,90.24,1,5
一般,私立,長榮大學,320101,大眾傳播學系,90.32,1,3
技職,私立,臺北城市科技大學,520114,資訊工程系,90.32,1,5
技職,私立,南臺科技大學,520201,機械工程系,90.33,1,5
一般,公立,國立中央大學,520403,化學工程與材料工程學系,90.38,1,5
一般,私立,中國醫藥大學,720301,藥學系,90.38,1,7
技職,私立,中華科技大學,810103,餐飲管理系,90.38,1,8
一般,私立,開南大學,840108,物流與航運管理學系,90.38,1,8
一般,公立,國立中央大學,440401,大氣科學學系,90.41,1,4
技職,私立,修平科技大學,220321,應用日語系,90.48,1,2
一般,私立,真理大學,340702,財政稅務學系,90.48,1,3
一般,公立,國立體育大學,810516,體育推廣學系,90.57,1,8
一般,公立,國立臺灣大學,310501,心理學系,90.63,1,3
一般,私立,明道大學,220321,應用日語學系,90.65,1,2
一般,私立,開南大學,220312,應用英語學系,90.7,1,2
一般,公立,國立彰化師範大學,520103,電子工程學系,90.7,1,5
一般,私立,大葉大學,810242,觀光旅遊學系,90.7,1,8
一般,私立,大葉大學,420314,分子生物科技學系,90.74,1,4
一般,私立,中華大學,520201,機械工程學系,90.74,1,5
一般,私立,佛光大學,310808,公共事務學系,90.77,1,3
技職,私立,元培醫事科技大學,810201,觀光與休閒管理系,90.77,1,8
一般,私立,長榮大學,720209,職業安全與衛生學系,90.8,1,7
一般,私立,中華大學,810210,休閒遊憩規劃與管理學系,90.8,1,8
技職,私立,大仁科技大學,810102,餐旅管理系,90.85,1,8
技職,私立,醒吾科技大學,320105,資訊傳播系,90.91,1,3
一般,公立,國立暨南國際大學,340307,國際企業學系,90.91,1,3
一般,私立,真理大學,340501,財務金融學系,90.91,1,3
一般,公立,國立高雄師範大學,420302,生物科技系,90.91,1,4
一般,公立,國立政治大學,460102,應用數學系,90.91,1,4
一般,公立,國立暨南國際大學,520301,土木工程學系,90.91,1,5
技職,私立,華夏科技大學,580101,建築系,90.91,1,5
一般,公立,國立臺灣大學,620801,農業化學系,90.91,1,6
一般,私立,長庚大學,720401,物理治療學系,90.91,1,7
一般,私立,輔仁大學,720402,職能治療學系,90.91,1,7
一般,私立,世新大學,380101,法律學系,91,1,3
技職,私立,正修科技大學,480109,資訊管理系,91,1,4
技職,私立,嶺東科技大學,480201,資訊網路系,91,1,4
一般,公立,國立臺東大學,520114,資訊工程學系,91,1,5
技職,私立,樹德科技大學,520114,資訊工程系,91,1,5
技職,私立,明新科技大學,810508,休閒事業管理系,91,1,8
一般,私立,南華大學,340301,企業管理學系,91.01,1,3
一般,私立,長榮大學,810255,觀光與餐飲管理學系,91.01,1,8
一般,私立,實踐大學,340209,會計暨稅務學系,91.07,1,3
一般,公立,國立成功大學,520205,航空太空工程學系,91.07,1,5
一般,公立,國立成功大學,520901,環境工程學系,91.07,1,5
一般,公立,國立臺中教育大學,140206,科學教育與應用學系,91.11,1,1
技職,私立,東南科技大學,210707,表演藝術系,91.11,1,2
技職,私立,樹德科技大學,211011,藝術管理與藝術經紀學位學程,91.11,1,2
一般,私立,佛光大學,310501,心理學系,91.11,1,3
一般,公立,國立暨南國際大學,310704,東南亞學系,91.11,1,3
一般,私立,長榮大學,340126,國際財務與商務管理學士學位學程,91.11,1,3
一般,公立,國立嘉義大學,340828,行銷與觀光管理學系,91.11,1,3
一般,私立,中山醫學大學,420503,生物醫學科學學系,91.11,1,4
一般,公立,國立彰化師範大學,480109,資訊管理學系,91.11,1,4
一般,公立,國立臺東大學,480109,資訊管理學系,91.11,1,4
技職,私立,弘光科技大學,521108,生物醫學工程系,91.11,1,5
一般,公立,國立嘉義大學,620301,園藝學系,91.11,1,6
技職,私立,慈濟科技大學,720601,護理系,91.11,1,7
一般,私立,佛光大學,810127,健康與創意素食產業學系,91.11,1,8
技職,公立,國立屏東科技大學,810533,休閒運動健康系,91.11,1,8
一般,公立,國立臺灣藝術大學,210201,雕塑學系,91.18,1,2
一般,公立,國立東華大學,310301,社會學系,91.18,1,3
一般,公立,國立中山大學,440508,海洋科學系,91.18,1,4
一般,私立,南華大學,420302,自然生物科技學系,91.23,1,4
一般,私立,開南大學,810205,觀光與餐飲旅館學系,91.24,1,8
技職,私立,臺北城市科技大學,810202,觀光事業系,91.25,1,8
技職,私立,嘉南藥理大學,810509,休閒保健管理系,91.25,1,8
技職,私立,醒吾科技大學,230206,數位設計系,91.26,1,2
一般,公立,國立臺東大學,210105,美術產業學系,91.3,1,2
一般,公立,國立臺東大學,220310,英美語文學系,91.3,1,2
技職,私立,正修科技大學,340508,金融管理系,91.3,1,3
一般,公立,國立中央大學,420103,生命科學系,91.3,1,4
技職,私立,嶺東科技大學,810201,觀光與休閒管理系,91.33,1,8
技職,私立,正修科技大學,810815,化妝品與時尚彩妝系,91.33,1,8
一般,公立,國立成功大學,380101,法律學系,91.38,1,3
一般,私立,靜宜大學,480109,資訊管理學系,91.38,1,4
一般,私立,臺北醫學大學,720601,護理學系,91.38,1,7
一般,私立,實踐大學,230104,時尚設計學系,91.43,1,2
一般,私立,東海大學,520101,電機工程學系,91.43,1,5
一般,公立,國立成功大學,521108,生物醫學工程學系,91.43,1,5
技職,私立,健行科技大學,810102,餐旅管理系,91.43,1,8
技職,私立,中州科技大學,810111,餐飲廚藝系,91.43,1,8
技職,私立,元培醫事科技大學,480109,資訊管理系,91.45,1,4
技職,私立,南臺科技大學,520103,電子工程系,91.46,1,5
一般,私立,佛光大學,229908,文化資產與創意學系,91.49,1,2
技職,私立,台南應用科技大學,810801,美容造型設計系,91.58,1,8
技職,私立,黎明技術學院,810103,餐飲管理系,91.61,1,8
一般,公立,國立臺北教育大學,140210,數學暨資訊教育學系,91.67,1,1
一般,公立,國立臺中教育大學,220102,臺灣語文學系,91.67,1,2
一般,公立,國立中正大學,220301,外國語文學系,91.67,1,2
一般,公立,國立屏東大學,220312,應用英語學系,91.67,1,2
技職,私立,中華科技大學,239904,遊戲系統創新設計學位學程,91.67,1,2
一般,公立,國立中正大學,310501,心理學系,91.67,1,3
一般,私立,長榮大學,340201,會計資訊學系,91.67,1,3
一般,私立,中國文化大學,340307,國際企業管理學系,91.67,1,3
一般,公立,國立屏東大學,349916,不動產經營學系,91.67,1,3
一般,公立,國立中興大學,380101,法律學系,91.67,1,3
一般,公立,國立嘉義大學,420102,水生生物科學系,91.67,1,4
一般,私立,長榮大學,420302,生物科技學系,91.67,1,4
一般,公立,國立東華大學,440301,物理學系,91.67,1,4
一般,私立,元智大學,480109,資訊管理學系,91.67,1,4
技職,私立,文藻外語大學,480528,數位內容應用與管理系,91.67,1,4
一般,私立,元智大學,520106,光電工程學系,91.67,1,5
技職,私立,中華科技大學,520112,航空電子系,91.67,1,5
技職,公立,國立澎湖科技大學,520123,電信工程系,91.67,1,5
技職,私立,僑光科技大學,810204,觀光與休閒事業管理系,91.67,1,8
一般,私立,長榮大學,810302,運動競技學系,91.67,1,8
一般,公立,國立體育大學,810309,技擊運動技術學系,91.67,1,8
技職,私立,德霖技術學院,3499330,會展與觀光系,91.67,1,3
技職,私立,正修科技大學,520114,資訊工程系,91.76,1,5
技職,私立,崑山科技大學,810238,旅遊文化發展系,91.76,1,8
一般,私立,大葉大學,340307,國際企業管理學系,91.8,1,3
技職,私立,中臺科技大學,340905,醫療暨健康產業管理系,91.82,1,3
一般,私立,中國文化大學,140315,體育學系,91.84,1,1
一般,私立,中國文化大學,210501,戲劇學系,91.84,1,2
技職,私立,龍華科技大學,349906,工業管理系,91.84,1,3
一般,私立,義守大學,720210,健康管理學系,91.84,1,7
一般,公立,國立宜蘭大學,349966,應用經濟與管理學系,91.86,1,3
一般,私立,義守大學,340301,企業管理學系,91.92,1,3
一般,公立,國立聯合大學,520905,環境與安全衛生工程學系,91.92,1,5
技職,私立,醒吾科技大學,810216,旅運管理系,91.92,1,8
一般,私立,中國文化大學,220307,英國語文學系,91.96,1,2
一般,私立,元智大學,220303,應用外語學系,92,1,2
技職,私立,樹德科技大學,220303,應用外語系,92,1,2
技職,私立,龍華科技大學,220303,應用外語系,92,1,2
一般,公立,國立交通大學,229901,人文社會學系,92,1,2
一般,私立,義守大學,230203,數位多媒體設計學系,92,1,2
一般,公立,國立嘉義大學,310102,應用經濟學系,92,1,3
一般,私立,世新大學,310804,行政管理學系,92,1,3
一般,私立,義守大學,310807,公共政策與管理學系,92,1,3
一般,公立,國立屏東大學,340501,財務金融學系,92,1,3
一般,私立,亞洲大學,340501,財務金融學系,92,1,3
一般,私立,慈濟大學,420103,生命科學系,92,1,4
一般,公立,國立臺東大學,449901,應用科學系,92,1,4
一般,公立,國立臺北大學,520114,資訊工程學系,92,1,5
一般,公立,國立清華大學,520196,電機資訊學院學士班,92,1,5
技職,私立,龍華科技大學,520201,機械工程系,92,1,5
技職,私立,明新科技大學,520201,機械工程系,92,1,5
一般,公立,國立宜蘭大學,520901,環境工程學系,92,1,5
技職,公立,國立高雄海洋科技大學,520909,海洋環境工程系,92,1,5
技職,公立,國立澎湖科技大學,620601,食品科學系,92,1,6
一般,私立,大葉大學,720317,藥用植物與保健學系,92,1,7
技職,公立,國立屏東科技大學,810102,餐旅管理系,92,1,8
一般,私立,義守大學,810118,廚藝學系,92,1,8
技職,私立,正修科技大學,810201,觀光遊憩系,92,1,8
一般,公立,國立臺灣師範大學,810302,運動競技學系,92,1,8
一般,私立,中國文化大學,810313,技擊運動暨國術學系,92,1,8
一般,公立,國立臺北大學,810504,休閒運動管理學系,92,1,8
一般,公立,國立體育大學,810511,休閒產業經營學系,92,1,8
技職,私立,明新科技大學,810520,運動管理系,92,1,8
技職,私立,台南應用科技大學,810534,養生休閒管理學位學程,92,1,8
一般,私立,中國文化大學,520114,資訊工程學系,92.04,1,5
技職,私立,亞東技術學院,340802,行銷與流通管理系,92.11,1,3
一般,公立,國立清華大學,349996,科技管理學院學士班,92.11,1,3
一般,私立,南華大學,480109,資訊管理學系,92.11,1,4
一般,公立,國立成功大學,720401,物理治療學系,92.11,1,7
一般,私立,南華大學,520114,資訊工程學系,92.13,1,5
一般,私立,佛光大學,220301,外國語文學系,92.16,1,2
一般,私立,真理大學,310101,經濟學系,92.16,1,3
一般,私立,大葉大學,420307,生物資源學系,92.16,1,4
一般,私立,臺北醫學大學,340901,醫務管理學系,92.19,1,3
一般,公立,國立清華大學,990199,不分系招生,92.21,1,9
技職,私立,致理科技大學,810210,休閒遊憩管理系,92.22,1,8
一般,私立,長庚大學,720601,護理學系,92.23,1,7
一般,私立,中華大學,520114,資訊工程學系,92.25,1,5
一般,公立,國立金門大學,340301,企業管理學系,92.31,1,3
一般,公立,國立高雄大學,389901,政治法律學系,92.31,1,3
一般,公立,國立東華大學,420103,生命科學系,92.31,1,4
一般,公立,國立交通大學,420302,生物科技學系,92.31,1,4
技職,公立,國立虎尾科技大學,420302,生物科技系,92.31,1,4
一般,公立,國立宜蘭大學,620301,園藝學系,92.31,1,6
一般,公立,國立體育大學,810305,球類運動技術學系,92.31,1,8
一般,私立,高雄醫學大學,720306,醫藥暨應用化學系,92.45,1,7
一般,公立,國立新竹教育大學,140108,教育心理與諮商學系,92.5,1,1
一般,私立,慈濟大學,220310,英美語文學系,92.5,1,2
一般,私立,慈濟大學,221002,人類發展學系,92.5,1,2
一般,公立,國立聯合大學,230303,工業設計學系,92.5,1,2
一般,私立,佛光大學,310311,未來與樂活產業學系,92.5,1,3
一般,公立,國立臺南大學,310804,行政管理學系,92.5,1,3
一般,公立,國立金門大學,310901,國際暨大陸事務學系,92.5,1,3
一般,私立,佛光大學,320102,傳播學系,92.5,1,3
技職,私立,僑光科技大學,380201,財經法律系,92.5,1,3
一般,公立,國立高雄師範大學,440101,化學系,92.5,1,4
一般,公立,國立高雄師範大學,460101,數學系,92.5,1,4
一般,公立,國立臺南大學,520114,資訊工程學系,92.5,1,5
一般,私立,中原大學,520196,電機資訊學院學士班,92.5,1,5
一般,私立,高雄醫學大學,720708,醫學檢驗生物技術學系,92.5,1,7
一般,私立,長榮大學,3499335,不動產財務金融學士學位學程,92.5,1,3
一般,公立,國立聯合大學,520201,機械工程學系,92.53,1,5
一般,私立,真理大學,810520,運動管理學系,92.55,1,8
一般,私立,義守大學,520101,電機工程學系,92.57,1,5
一般,私立,中原大學,380201,財經法律學系,92.59,1,3
一般,私立,中國文化大學,520143,光電物理學系,92.59,1,5
技職,私立,朝陽科技大學,520906,環境工程與管理系,92.59,1,5
一般,私立,高雄醫學大學,720301,藥學系,92.62,1,7
一般,私立,真理大學,810202,觀光事業學系,92.66,1,8
技職,私立,健行科技大學,340802,行銷與流通管理系,92.67,1,3
技職,私立,嶺東科技大學,480109,資訊管理系,92.67,1,4
一般,公立,國立屏東大學,220201,中國語文學系,92.68,1,2
一般,公立,國立彰化師範大學,420101,生物學系,92.68,1,4
一般,公立,國立屏東大學,460102,應用數學系,92.68,1,4
一般,公立,國立臺灣大學,520239,生物產業機電工程學系,92.68,1,5
一般,公立,國立成功大學,220201,中國文學系,92.73,1,2
技職,私立,臺北城市科技大學,220303,應用外語系,92.73,1,2
一般,私立,南華大學,230317,創意產品設計學系,92.73,1,2
一般,私立,中國醫藥大學,420302,生物科技學系,92.73,1,4
一般,公立,國立暨南國際大學,480109,資訊管理學系,92.73,1,4
一般,私立,實踐大學,480507,資訊模擬與設計學系,92.73,1,4
一般,公立,國立成功大學,521002,水利及海洋工程學系,92.73,1,5
技職,私立,經國管理暨健康學院,720601,護理系,92.73,1,7
一般,私立,義守大學,810508,休閒事業管理學系,92.73,1,8
技職,私立,明新科技大學,760203,老人服務事業管理系,92.78,1,7
一般,公立,國立成功大學,520401,化學工程學系,92.81,1,5
一般,公立,國立臺北教育大學,140707,教育經營與管理學系,92.86,1,1
一般,公立,國立高雄大學,220306,西洋語文學系,92.86,1,2
一般,公立,國立屏東大學,220308,英語學系,92.86,1,2
一般,私立,大葉大學,340201,會計資訊學系,92.86,1,3
技職,私立,臺北城市科技大學,340301,企業管理系,92.86,1,3
一般,公立,國立聯合大學,340303,經營管理學系,92.86,1,3
一般,私立,佛光大學,340306,管理學系,92.86,1,3
技職,私立,龍華科技大學,340307,國際企業系,92.86,1,3
一般,公立,國立成功大學,440201,地球科學系,92.86,1,4
一般,私立,佛光大學,480503,資訊應用學系,92.86,1,4
一般,公立,國立宜蘭大學,520114,資訊工程學系,92.86,1,5
一般,私立,中國文化大學,621001,森林暨自然保育學系,92.86,1,6
一般,私立,義守大學,720402,職能治療學系,92.86,1,7
一般,私立,中國醫藥大學,720507,營養學系,92.86,1,7
一般,公立,國立成功大學,720708,醫學檢驗生物技術學系,92.86,1,7
技職,私立,大仁科技大學,810504,休閒運動管理系,92.86,1,8
一般,私立,開南大學,810609,形象與健康管理學士學位學程,92.86,1,8
技職,私立,嘉南藥理大學,720504,保健營養系,92.91,1,7
一般,私立,長榮大學,340501,財務金融學系,92.92,1,3
一般,私立,義守大學,349906,工業管理學系,92.94,1,3
一般,公立,國立成功大學,340201,會計學系,92.98,1,3
一般,公立,國立東華大學,520114,資訊工程學系,92.98,1,5
技職,私立,台南應用科技大學,220312,應用英語系,93,1,2
一般,公立,國立嘉義大學,220706,外國語言學系,93,1,2
技職,私立,嶺東科技大學,230103,流行設計系,93,1,2
技職,私立,正修科技大學,230125,時尚生活創意設計系,93,1,2
技職,私立,龍華科技大學,230137,文化創意與數位媒體設計系,93,1,2
技職,私立,僑光科技大學,230140,生活創意設計系,93,1,2
技職,私立,樹德科技大學,340805,運籌管理系,93,1,3
技職,私立,樹德科技大學,480109,資訊管理系,93,1,4
技職,私立,明新科技大學,520149,光電系統工程系,93,1,5
一般,私立,淡江大學,810233,國際觀光管理學系全英語學士班,93,1,8
一般,公立,國立臺灣海洋大學,621104,水產養殖學系,93.02,1,6
技職,私立,弘光科技大學,760205,老人福利與事業系,93.02,1,7
技職,私立,嘉南藥理大學,810802,化粧品應用與管理系,93.04,1,8
一般,私立,東吳大學,220201,中國文學系,93.06,1,2
技職,私立,台南應用科技大學,340501,財務金融系,93.06,1,3
一般,私立,中國文化大學,520101,電機工程學系,93.07,1,5
一般,公立,國立高雄師範大學,210401,音樂學系,93.1,1,2
一般,公立,國立成功大學,310201,政治學系,93.1,1,3
一般,私立,靜宜大學,380101,法律學系,93.1,1,3
技職,私立,台南應用科技大學,480109,資訊管理系,93.1,1,4
一般,私立,義守大學,520305,土木與生態工程學系,93.1,1,5
一般,私立,輔仁大學,720201,公共衛生學系,93.1,1,7
一般,私立,長榮大學,720601,護理學系,93.1,1,7
一般,私立,大同大學,520201,機械工程學系,93.14,1,5
一般,公立,國立臺灣海洋大學,420322,生命科學暨生物科技學系,93.18,1,4
一般,公立,國立高雄師範大學,520103,電子工程學系,93.18,1,5
一般,公立,國立高雄師範大學,520126,光電與通訊工程學系,93.18,1,5
一般,公立,國立聯合大學,520310,土木與防災工程學系,93.18,1,5
一般,私立,東吳大學,220901,歷史學系,93.22,1,2
一般,私立,東吳大學,221101,哲學系,93.22,1,2
一般,私立,東吳大學,310501,心理學系,93.22,1,3
技職,私立,正修科技大學,340307,國際企業系,93.22,1,3
一般,私立,中國文化大學,720504,保健營養學系,93.22,1,7
技職,私立,朝陽科技大學,520601,工業工程與管理系,93.27,1,5
技職,私立,中臺科技大學,720708,醫學檢驗生物技術系,93.27,1,7
技職,私立,中國科技大學,230201,視覺傳達設計系,93.28,1,2
一般,公立,國立臺東大學,140601,特殊教育學系,93.33,1,1
一般,公立,國立新竹教育大學,210401,音樂學系,93.33,1,2
一般,公立,國立臺灣藝術大學,210706,古蹟藝術修護學系,93.33,1,2
一般,私立,真理大學,220101,台灣文學系,93.33,1,2
一般,公立,國立臺北大學,220201,中國文學系,93.33,1,2
一般,私立,實踐大學,220202,應用中文學系,93.33,1,2
一般,私立,長榮大學,230146,創新互動設計學士學位學程,93.33,1,2
一般,公立,國立聯合大學,230150,文化創意與數位行銷學系,93.33,1,2
技職,私立,樹德科技大學,230201,視覺傳達設計系,93.33,1,2
